Date,USA_Avg_Goldstein,USA_Event_Count,India_Avg_Goldstein,India_Event_Count,Combined_Simple_Avg,Combined_Weighted_Avg,Combined_Product,Combined_Geometric_Mean,USA_India_Sentiment_Diff,USD_to_INR,Exchange_Rate_Change,Exchange_Rate_Change_Abs
2025-01-27,0.4865237982476912,42230.0,0.2427147239263803,5216.0,0.3646192610870358,0.4597205243856174,0.1180864893753023,0.3436371478395523,0.2438090743213108,86.31,0.0579642939948943,0.0499999999999971
2025-01-28,0.5192270157800734,54309.0,0.2427147239263803,5216.0,0.3809708698532268,0.4949970600587989,0.1260240417901788,0.3549986504061372,0.2765122918536929,86.56,0.2896535743251105,0.25
2025-01-29,0.6140492994472065,57526.0,0.2427147239263803,5216.0,0.4283820116867934,0.5831787319498901,0.149038806192516,0.386055444453923,0.3713345755208261,86.56,0.0,0.0
2025-01-30,0.6464009496077304,53917.0,0.2427147239263803,5216.0,0.4445578367670554,0.610792620026043,0.1568910280297903,0.3960947210324702,0.40368622568135,86.61,0.0577634011090566,0.0499999999999971
2025-01-31,0.5973570207861373,50322.0,0.2427147239263803,5216.0,0.4200358723562588,0.5640498397493608,0.1449873443855923,0.3807720372947472,0.3546422968597569,86.59,-0.0230920217064944,-0.019999999999996
2025-02-03,0.7296206259788224,42781.0,0.2427147239263803,5216.0,0.4861676749526014,0.6767068775131779,0.1770896688054427,0.4208202333603301,0.486905902052442,87.06,0.5427878507910933,0.4699999999999988
2025-02-04,0.6986356634636544,54532.0,0.2427147239263803,5216.0,0.4706751936950173,0.6588337684943429,0.1695691621827044,0.4117877635174513,0.455920939537274,87.09,0.0344589937973927,0.0300000000000011
2025-02-05,0.6229272986580064,58197.0,0.2427147239263803,5216.0,0.4328210112921934,0.5916531310614542,0.1511936273199839,0.3888362474358376,0.380212574731626,87.37,0.321506487541634,0.2800000000000011
2025-02-06,0.5309175672812037,56628.0,0.2427147239263803,5216.0,0.386816145603792,0.5066101804540456,0.1288615107703228,0.3589728551998365,0.2882028433548232,87.61,0.2746938308343827,0.2399999999999948
2025-02-07,0.5320845909907156,52346.0,0.2427147239263803,5216.0,0.387399657458548,0.5058632431117751,0.1291447646077925,0.3593671724125515,0.2893698670643352,87.51,-0.1141422212076137,-0.0999999999999943
2025-02-10,0.6463815531185385,38207.0,0.2427147239263803,5216.0,0.4445481385224594,0.5978928217764778,0.156886320216271,0.3960887782003815,0.4036668291921581,87.47,-0.0457090618215083,-0.0400000000000062
2025-02-11,0.7282095567069661,53847.0,0.2427147239263803,5216.0,0.4854621403166732,0.6853343040482197,0.1767471815166831,0.4204131081646754,0.4854948327805857,86.74,-0.8345718532068225,-0.730000000000004
2025-02-12,0.7511906642098798,56985.0,0.2427147239263803,5216.0,0.4969526940681301,0.7085513094644781,0.1823250346797752,0.426995356742641,0.5084759402834994,86.89,0.1729305971869932,0.1500000000000056
2025-02-13,0.738909163173869,55352.0,0.2427147239263803,5216.0,0.4908119435501247,0.696177849689605,0.1793441335464183,0.4234904173017594,0.4961944392474886,86.99,0.1150880423523847,0.0999999999999943
2025-02-14,0.6666845791794834,53966.0,0.2427147239263803,5216.0,0.4546996515529319,0.6293180358892907,0.1618141635815234,0.4022613125587935,0.423969855253103,86.67,-0.3678583745257979,-0.3199999999999932
2025-02-17,0.7891974094758646,38139.0,0.2427147239263803,5216.0,0.5159560667011225,0.7234505824011072,0.191549831364349,0.4376640622262114,0.5464826855494842,86.88,0.2422983731394934,0.2099999999999937
2025-02-18,0.7250325191501662,34595.0,0.2427147239263803,5216.0,0.4838736215382733,0.6618396925472859,0.1759760677231806,0.4194950151350796,0.4823177952237858,86.96,0.0920810313075559,0.0799999999999983
2025-02-19,0.6167447262917306,53378.0,0.2427147239263803,5216.0,0.4297297251090555,0.5834488172850463,0.1496930259749484,0.3869018298935124,0.3740300023653502,86.87,-0.1034958601655811,-0.0899999999999892
2025-02-20,0.6769426636568848,55375.0,0.2427147239263803,5216.0,0.4598286937916326,0.6395619811523163,0.1643039517234693,0.4053442385472739,0.4342279397305044,86.59,-0.3223207091055613,-0.2800000000000011
2025-02-21,0.6054073526344729,52743.0,0.2427147239263803,5216.0,0.4240610382804266,0.572766955951621,0.1469412784576768,0.3833292037631321,0.3626926287080925,86.63,0.0461947107056159,0.039999999999992
2025-02-24,0.7509678762228543,43239.0,0.2427147239263803,5216.0,0.4968413000746173,0.6962563202971829,0.1822709607550102,0.4269320329455384,0.5082531522964739,86.73,0.1154334526145772,0.1000000000000085
2025-02-25,0.6616483151049364,54128.0,0.2427147239263803,5216.0,0.4521815195156584,0.6248264356969533,0.1605917881370493,0.4007390524232064,0.418933591178556,87.19,0.5303816441830866,0.4599999999999937
2025-02-26,0.7365902203733257,55769.0,0.2427147239263803,5216.0,0.489652472149853,0.6943494301877511,0.1787812919847834,0.4228253681897331,0.4938754964469453,87.11,-0.0917536414726472,-0.0799999999999983
2025-02-27,0.7440492329646807,56060.0,0.2427147239263803,5216.0,0.4933819784455305,0.7013741105816307,0.1805917041666575,0.4249608266260051,0.5013345090383003,87.15,0.0459189530478854,0.0400000000000062
2025-02-28,0.6161762375191505,56787.0,0.2427147239263803,5216.0,0.4294454807227654,0.584758801993452,0.1495550453794563,0.386723474047615,0.3734615135927701,87.38,0.2639127940332608,0.2299999999999897
2025-03-03,0.7424536197517088,43014.0,0.2427147239263803,5216.0,0.4925841718390445,0.6884076301057434,0.1802044253461777,0.4245049179293189,0.4997388958253284,87.29,-0.1029983978026893,-0.0899999999999892
2025-03-04,0.74800896458987,55775.0,0.2427147239263803,5216.0,0.4953618442581252,0.7047957895427194,0.1815527893348879,0.4260901187951768,0.5052942406634896,87.14,-0.1718409898041062,-0.1500000000000056
2025-03-05,0.6878381769813783,59769.0,0.2427147239263803,5216.0,0.4652764504538793,0.6521104870354697,0.1669484532320599,0.4085932613639877,0.4451234530549979,87.05,-0.1032820748221308,-0.0900000000000034
2025-03-06,0.6799170760600676,57402.0,0.2427147239263803,5216.0,0.461315899993224,0.6434986745025392,0.165025885408751,0.4062337817178072,0.4372023521336872,87.08,0.0344629523262529,0.0300000000000011
2025-03-07,0.6313785239272504,52179.0,0.2427147239263803,5216.0,0.4370466239268153,0.5960571478351773,0.1532448641280481,0.3914650228667283,0.38866380000087,86.99,-0.1033532384014712,-0.0900000000000034
2025-03-10,0.5824968233799237,44072.0,0.2427147239263803,5216.0,0.412605773653152,0.5465387112481739,0.1413805556746517,0.3760060580291914,0.3397820994535433,87.31,0.3678583745258201,0.3200000000000074
2025-03-11,0.5445009676527509,54255.0,0.2427147239263803,5216.0,0.3936078457895656,0.5180323182727716,0.1321584020414844,0.3635359707669716,0.3017862437263705,87.2,-0.1259878593517394,-0.1099999999999994
2025-03-12,0.6565832055867825,58710.0,0.2427147239263803,5216.0,0.4496489647565814,0.62281387854707,0.1593624114786937,0.399202218779773,0.4138684816604021,87.2,0.0,0.0
2025-03-13,0.7002169737497332,56228.0,0.2427147239263803,5216.0,0.4714658488380568,0.6613794674825858,0.169952969472232,0.4122535257244406,0.4575022498233528,87.05,-0.1720183486238591,-0.1500000000000056
2025-03-14,0.5551722856877496,53835.0,0.2427147239263803,5216.0,0.398943504807065,0.5275727760749183,0.1347484880522797,0.367081037445793,0.3124575617613692,86.94,-0.1263641585295793,-0.1099999999999994
